Titre; Lien; Domaine; Periode; Salaire; Date de publication; Niveau d'études; Entreprise; Lieu
818; International Guest Relationship Officer Internship Trainee; https://jobs-stages.letudiant.fr/stages-etudiants/annonce/international-guest-relationship-officer-internship-trainee-8.html; Hôtellerie-restauration, tourisme - Secrétariat - Assistanat - Assistant(e) commercial(e) - Hôtellerie-restauration - Secrétaire; 17 novembre 2023; 623 €/mois net; Non Renseigné; Bac +5 - Bac +3 - Bac +2 - Bac - CAP/BEP - 3ème - Bac professionnel - Bac +4; Sina Careers
